full_text,view_count,bookmark_count,favorite_count,reply_count,retweet_count,created_at,followers_count,following_count,favourites_count,Source_File,sentiment
  not just economically i am saying there isnt that much of antihindu politics in those undemocratic gulf countries as the ruler isnt that antihindu and there is no muslim vote bank unlike in indiapak bangladesh where antihindu politics are rewarded,27,0,0,1,0,"09/03/2024, 13:55:30",27,18,12843,Week 10.csv,neutral
While people try to relate anything to medical students who graduate from Medical colleges in Bangladesh we collectively need to understand that they also study medicine go through the same academic rigors and practice the same as Indian doctors,607,0,9,2,0,"09/03/2024, 13:07:30",1185,340,61296,Week 10.csv,neutral
Bdjobs com Largest Job Site in Bangladesh Search Jobs  via ,5,0,0,0,0,"09/03/2024, 12:25:04",4,46,2,Week 10.csv,neutral
"Scam rackets in Bangladesh seem to have become too much desperate They even offered me a job 

ScamAlert Scammer Scammers Fraud FraudAlert Scam OnlineJob 

",187,0,2,1,0,"09/03/2024, 12:20:35",47594,113,14529,Week 10.csv,negative
An interesting trend in Bangladesh as more women are joining the agriculture sector as job opportunities in industries especially garment factories have stagnated and men switch to nonfarm sectors amid increased mechanisation of farming activities ,77,0,0,1,0,"09/03/2024, 11:41:19",3402,1576,230641,Week 10.csv,positive
"I felt like I was given a new life says Hasina a Rohingya refugee who benefited from the WHOs improved referral system This initiative is bringing hope amp better healthcare to thousands in the camps HumanitarianCrisis Bangladesh Refugees 
",282,0,13,1,1,"09/03/2024, 11:22:29",2650,645,5833,Week 10.csv,positive
 Right said Your party done many hissa First one given to Pakistan then Bangladesh then China Now your pappu say union of states He is also targeting  islamization of country Congress party is responsible for caste system under name of reservation But Modi is there ,10,0,0,0,0,"09/03/2024, 11:18:07",39,32,3870,Week 10.csv,negative
Bangladesh Army Job Circular  ,36,0,1,1,0,"09/03/2024, 10:54:32",1142,1160,229,Week 10.csv,neutral
"Helping Bangladeshi students build brighter futures  is thrilled to launch our new fiveyear  million Higher Secondary Education Project to strengthen teachers skills to help students succeed in the classroom and beyond
 ",1331,0,25,3,5,"09/03/2024, 10:51:31",78486,937,2075,Week 10.csv,positive
 Because today even in America the rule of law judicial system is being enforced the dictatorial system of Asian countries For example in Pakistan India and Bangladesh justice is only for the richest people Such a system discredits and ruins us,14,0,1,0,0,"09/03/2024, 10:29:32",1615,2257,295,Week 10.csv,negative
" Clear message is 
 No one is above law
 Muslims do not own the roads
 This is not Pakistan or bangladesh
 Kal raste pe hagna bhi shuru karoge kya
Reinstate duties of ManojTomar immediately and suspend MK Meena for taking decision under pressure DelhiPolice DelhiNCR",15,0,0,0,0,"09/03/2024, 10:00:42",7,29,49,Week 10.csv,negative
India has been interfering in the internal affairs and domestic politics of Bangladesh Maldives and Nepal according to the opposition and civil society members in these countries as a result these countries saw IndiaOut BoycottIndia and BoycottIndianProducts type of ,720,0,7,2,2,"09/03/2024, 09:38:04",36065,84,70717,Week 10.csv,negative
"  Come on you are relating two unrelated topics

Making our borders safe to intruders is a job of PM and modi is there for  years Just agreeing to alter boundaries with Bangladesh doesnt mean intruders are stopped",12,0,0,5,0,"09/03/2024, 08:51:06",119,221,4740,Week 10.csv,neutral
 Good job by police Ye Bangladesh Or Pakistan nhi hai jo kahi bhi gandagi karoge Support thish brave police,2,0,0,0,0,"09/03/2024, 08:44:05",6,5,42,Week 10.csv,positive
           means momota greater Bangladesh dream will be completed,41,0,1,0,0,"09/03/2024, 08:21:21",311,302,106951,Week 10.csv,positive
"Read more 

Dhaka Transport Coordinator Authority DTCA has already prepared a preliminary draft of the act aiming to implement a One Card for All Transport system
Bangladesh Dhaka Transport ",479,0,8,1,0,"09/03/2024, 08:20:27",1879960,64,461,Week 10.csv,neutral
 Its hindu country so if you not suit with system then leave india Its very simple Its hindu fault that they believe in peace But result of peace is Pakistan and Bangladesh Sometimes its part of India and hindu land,17,0,0,0,0,"09/03/2024, 08:18:01",18,0,26,Week 10.csv,neutral
"She got her job DONE okayyy  

Congratulations Katara Youre a blood bender",341,0,2,0,0,"09/03/2024, 08:00:51",3050,1184,11446,Week 10.csv,positive
"The vote counting in the SupremeCourt Bar Association  election was halted yesterday morning following an altercation due to alleged interference from a group of outsiders on behalf of a candidate
Bangladesh Politics 
",413,0,3,2,0,"09/03/2024, 07:43:50",1879960,64,461,Week 10.csv,negative
"The government is going to enact a law to introduce a uniform ticketing system for all public transport services including metro rail buses trains and launches
Bangladesh Dhaka Transportation 
",337,0,3,0,0,"09/03/2024, 07:06:32",1879960,64,461,Week 10.csv,neutral
"Michael Collins also known as AHM Taswar was the first coach from the Rajshahi Tennis Complex to take up a coaching job abroad pioneering a path that many have followed since 
Tennis SportsNews Bangladesh 
",308,0,3,0,0,"09/03/2024, 06:56:03",1879960,64,461,Week 10.csv,positive
 Hallo mam i am from Bangladesh alsoi want to know where are you do drjob,75,0,0,0,0,"09/03/2024, 04:22:13",14,9,280,Week 10.csv,neutral
"             

prothomalo bangladesh politics palonews election
",2936,0,16,0,0,"09/03/2024, 02:59:53",4188268,356,193,Week 10.csv,neutral
 On Friday its common in Bangladesh no one have to make issue as Friday is less busy Traffic for  way control in  side by the traffic police Before saying anything you need to know about that countrys culture and system,19,0,0,0,0,"09/03/2024, 02:15:32",70,16,444,Week 10.csv,neutral
"In Bangladesh

Khairun Akhtar a rankandfile tea worker in Bangladesh shares with  how women tea workers have pushed for better working conditions and job security

 ",253,1,4,1,3,"09/03/2024, 01:28:07",3434,581,870,Week 10.csv,neutral
 Why you are doing appeasement politics along with producing the victim card Road is not a place for Namaz Ypu ahve cleqrly heqrd the loudspeaker from nearby mosque If you are not feeling safe in India then proceed to PakistanBangladeshChina etc,11,0,0,0,0,"09/03/2024, 01:08:14",72,249,6712,Week 10.csv,negative
"Mymensingh and Cumilla cities go to polls today to pick their mayors and councillors just two months after the Awami League formed a new government
Bangladesh politics newsupdate 
",481,0,2,0,0,"09/03/2024, 00:11:58",1879960,64,461,Week 10.csv,neutral
"Over the last  decades we can see a significant improvement in womens education but when it comes to job opportunities  progress is far less than what is needed s Sangheon Lee tells  
InvestInWomen IWD 
 ",141,0,2,0,0,"08/03/2024, 23:23:40",3167,272,684,Week 10.csv,neutral
" India  continually interferes in every internal affairs of Bangladesh Its reported that for posting in lucrative job positions and for promotions people pursue and bargain with India embassy in Dhaka 

Totally unacceptable 

IndiaOut is the must for Bangladesh ",43,0,1,0,0,"08/03/2024, 22:33:28",465,1756,17713,Week 10.csv,negative
"This lady herself is guilty of slaughtering muslims who opposed the fight between the muslims of Pakistan and now Bangladesh 

She is trying to subdue her Muslim population

However a common currency between muslim states would protect them from the Dajjalic US Dollar system",171,0,1,1,0,"08/03/2024, 22:14:49",380,256,687,Week 10.csv,negative
"  students were sponsored graduating in July  and will work at their local hospital helping to fill the critical skills shortage in Bangladesh and provide care in their local communities

Learn more about our work with  ",99,0,4,0,3,"08/03/2024, 21:47:35",5494,2298,3734,Week 10.csv,positive
"Cultural exchange program among students of  countries held
Bangladesh culture   ",45,0,0,0,0,"08/03/2024, 21:06:15",5761,31,49,Week 10.csv,neutral
"The state of the education system in Bangladesh under SheikhHasina  its a mess StepDownHasina 

Video credit Nagorik TV ",1705,1,59,2,12,"08/03/2024, 20:46:44",36065,84,70717,Week 10.csv,negative
"  Fierce woman leader
 Bank nationalisation
  war victory creating Bangladesh
 Emerging as a dictator in  through emergency
 Letting communists have a stranglehold on education system
 Fuelling regionalism in Punjab by empowering bhindi
 Operation blue star",20,0,0,0,0,"08/03/2024, 20:39:58",368,891,141465,Week 10.csv,neutral
"  victory and creation of Bangladesh 
A congress which was able to say Bharat Mata
A crafty politician and the Emergency 
Dirty politics of promoting Bhindranwala
 Ensuring security from external hard powers
Allowing red education
To be played by KGB and",139,0,1,0,0,"08/03/2024, 20:37:28",561,1781,49897,Week 10.csv,neutral
" victory and creation of Bangladesh 
A congress which was able to say Bharat Mata
A crafty politician and the Emergency 
Dirty politics of promoting Bhindranwala
 Ensuring security from external hard powers
Allowing red education
To be played by KGB and",87,0,0,1,0,"08/03/2024, 20:36:53",561,1781,49897,Week 10.csv,neutral
In Bangladesh greater political competition is needed to avoid the governance pitfalls of singleparty politics Read the latest from our  ,625,1,4,0,1,"08/03/2024, 20:19:01",163773,2886,12359,Week 10.csv,neutral
"Free orientation class related to freelancing was conducted with  students

digitalmarkerting Successbizfamily
Bangladesh chittagong ",28,0,0,0,0,"08/03/2024, 20:14:37",2,5,24,Week 10.csv,neutral
"  Amit tweeted a wonderful data
About how mosque numbers in India are double than temple no  in world after Saudi Arabia and Bangladesh
Still they want to dig their nose in the main road
Policeman did an apt jobhis face showed the frustration he was dealing with",450,0,1,0,1,"08/03/2024, 19:46:50",2,38,5541,Week 10.csv,neutral
Bangladesh Army Sainik Job Circular   Step by Step Online Apply  via ,13,0,0,0,0,"08/03/2024, 19:40:56",0,3,14,Week 10.csv,neutral
"Antipolitics of climate change Depoliticisation of climate change undermines the historic reasons that made Bangladesh vulnerable to it

From September  by Kasia Paprocki
",231,0,1,0,1,"08/03/2024, 19:05:00",18593,2,1036,Week 10.csv,negative
"Bangladesh womens cricket team led by Nigar Sultana Joty celebrated International Womens Day at the Government Coronation School in Khulna where the Tigresses took part in several activities to inspire the students of the institution to take up sports
Bangladesh SportsNews",849,0,9,0,2,"08/03/2024, 18:52:53",1879881,64,461,Week 10.csv,positive
"Lets pedal towards a healthier cleaner and greener Bangladesh Join the cycling revolution with Bangladesh Students League BSL and pave the way for a sustainable future 

GreenBangladesh 
CyclingRevolution 
BSL

Hussain saddam vai 

 ",14,0,2,0,0,"08/03/2024, 18:49:18",12,25,190,Week 10.csv,positive
 Its from Bangladesh Are you auditioning for a job in Olahs jannat servicing HamasTaliban,12,0,0,0,0,"08/03/2024, 18:41:47",237,29,144884,Week 10.csv,neutral
I am the caretaker of the rainwater harvesting system Before the system was built I undertook training in how to look after it to tidy it to clean it I was nominated by the  households as they trusted me to do the job  Komola Bangladesh IWD ,39,0,0,1,0,"08/03/2024, 18:38:03",34225,6393,7114,Week 10.csv,positive
"Breed millions of Jeffrey Dahmers amp ship em to muslim countries as students
If any pushback call the locals Dahmerphobes
 with some backing amp the media we can make this happen
Lets empty ADX prison amp send them to bangladesh india pakistan et al 
Diversity ",32,0,0,0,0,"08/03/2024, 18:22:23",899,0,25247,Week 10.csv,negative
CSCEC Bangladesh launched Womens Day theme activityand invited teachers and students at the Confucius Institute of North and South University to participate together Everyone weard their Hanfu and shared the joy of flower arrangement creationCSCEC buildinghappiness ,56,0,0,0,0,"08/03/2024, 16:09:41",28,2,13,Week 10.csv,positive
OPINION PolicyMatters Politics Bangladesh TheDailyStar,37,0,0,0,0,"08/03/2024, 16:04:37",20496,83,48,Week 10.csv,neutral
 For Bangladesh its Decision Reverse System ,3,0,0,0,0,"08/03/2024, 15:56:45",23,25,137,Week 10.csv,neutral
Fewer than  of Muslim men live with more than one spouse in Afghanistan Pakistan Bangladesh Iran and Egypt  There were many widows and orphans requiring financial support and that polygamy created a system for them to be cared for ,7650,22,80,4,15,"08/03/2024, 14:45:26",3083,947,7997,Week 10.csv,neutral
